log_id,dateiname,schritt,level,nachricht,fehler_details,erstellt_von_user_id,erstellt_am,geaendert_von_user_id,geaendert_am
1097,TICKET_VERKAEUFE_TV9_2025_10_final.csv,validate,info,Verarbeitung gestartet,,77,2024-07-15 22:04:09,80,
1098,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,export,success,Verarbeitung erfolgreich,,73,2024-08-21 11:05:08,6,2025-05-03 05:23:39
1099,TICKET_VERKAEUFE_TV2_2024_09_testlauf.csv,validate,info,Verarbeitung gestartet,,63,2025-11-27 19:18:08,,
1100,PLAN_UMSATZ_TV4_2024_11.csv,export,info,Verarbeitung gestartet,,73,2024-02-02 06:34:13,,
1101,TICKET_VERKAEUFE_TV1_2024_10.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,74,2025-10-28 13:51:40,72,2025-08-27 13:42:57
1102,TICKET_VERKAEUFE_TV12_2024_05_final.csv,aggregate,warning,Verarbeitung mit Warnungen,,12,2025-02-16 16:57:00,,
1103,TICKET_VERKAEUFE_TV20_2024_10_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,,10,2025-09-01 14:24:26,27,
1104,TICKET_VERKAEUFE_TV9_2025_07.csv,aggregate,info,Verarbeitung gestartet,,,2025-01-16 04:56:39,,
1105,TICKET_VERKAEUFE_TV6_2025_07_final.csv,validate,success,Verarbeitung erfolgreich,,,2025-05-18 20:04:01,80,2025-03-25 02:04:54
1106,PLAN_UMSATZ_TV11_2025_07_v1.csv,validate,info,Verarbeitung gestartet,,38,2025-10-27 12:41:26,,
1107,SONSTIGE_ANGEBOTE_TV18_2024_08_v1.csv,export,info,Verarbeitung gestartet,,,2025-01-01 10:23:55,,
1108,PLAN_UMSATZ_TV4_2024_11.csv,ingest,info,Verarbeitung gestartet,,48,2025-06-24 14:04:40,,
1109,SONSTIGE_ANGEBOTE_TV14_2025_08.csv,validate,info,Verarbeitung gestartet,,,2025-06-09 21:17:29,,
1110,PLAN_UMSATZ_TV11_2025_04.csv,ingest,info,Verarbeitung gestartet,,79,2025-03-16 03:14:00,24,
1111,PLAN_UMSATZ_TV19_2025_08.csv,export,info,Verarbeitung gestartet,,33,2025-10-03 14:57:12,,
1112,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,export,info,Verarbeitung gestartet,,14,2024-06-11 08:51:52,,
1113,PLAN_UMSATZ_TV12_2024_02.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,29,2025-04-20 15:01:29,,2024-05-31 19:25:01
1114,PLAN_UMSATZ_TV5_2024_06.csv,ingest,info,Verarbeitung gestartet,,69,2025-11-07 20:54:39,49,2025-08-18 22:17:52
1115,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,aggregate,info,Verarbeitung gestartet,,66,2024-04-27 06:27:27,,2024-07-17 12:43:33
1116,TICKET_VERKAEUFE_TV4_2025_12.csv,export,info,Verarbeitung gestartet,,,2025-06-02 06:31:29,,2025-03-07 13:38:12
1117,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,50,2025-12-11 03:18:16,,
1118,SONSTIGE_ANGEBOTE_TV5_2024_09_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,26,2024-09-12 19:51:02,16,
1119,PLAN_UMSATZ_TV10_2024_05.csv,validate,info,Verarbeitung gestartet,,72,2025-05-13 10:00:38,,
1120,PLAN_UMSATZ_TV8_2025_05_final.csv,aggregate,info,Verarbeitung gestartet,,60,2025-09-06 02:27:39,40,2025-05-28 10:54:03
1121,PLAN_UMSATZ_TV17_2024_06.csv,ingest,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,76,2024-09-05 09:11:23,,
1122,SONSTIGE_ANGEBOTE_TV4_2024_03_korrigiert.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,37,2025-12-11 01:00:39,62,2025-12-29 21:36:35
1123,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,export,info,Verarbeitung gestartet,,,2025-08-29 14:57:54,8,2024-04-04 07:59:31
1124,TICKET_VERKAEUFE_TV14_2024_03.csv,validate,info,Verarbeitung gestartet,,62,2024-12-28 04:21:51,9,
1125,PLAN_UMSATZ_TV6_2025_07.csv,export,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,48,2024-06-18 23:16:12,66,
1126,SONSTIGE_ANGEBOTE_TV3_2024_01_v1.csv,validate,info,Verarbeitung gestartet,,,2024-01-27 02:04:04,,
1127,PLAN_UMSATZ_TV16_2025_05.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,47,2024-12-08 01:03:30,77,2025-10-05 05:15:58
1128,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,validate,info,Verarbeitung gestartet,,29,2024-10-09 03:34:17,,
1129,PLAN_UMSATZ_TV18_2024_06.csv,ingest,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,,2024-03-07 22:20:43,44,2025-04-30 14:01:03
1130,PLAN_UMSATZ_TV11_2024_04.csv,ingest,info,Verarbeitung gestartet,,29,2024-04-19 19:51:20,15,
1131,TICKET_VERKAEUFE_TV12_2024_03.csv,export,info,Verarbeitung gestartet,,72,2024-10-01 01:51:21,,2024-10-27 19:41:43
1132,TICKET_VERKAEUFE_TV17_2025_03_korrigiert.csv,ingest,success,Verarbeitung erfolgreich,,68,2024-05-12 20:49:42,,2025-12-15 16:32:09
1133,TICKET_VERKAEUFE_TV10_2024_03.csv,aggregate,info,Verarbeitung gestartet,,,2025-08-12 20:01:52,,
1134,SONSTIGE_ANGEBOTE_TV17_2024_02_final.csv,ingest,info,Verarbeitung gestartet,,48,2024-01-25 13:59:27,5,2024-07-05 20:28:33
1135,TICKET_VERKAEUFE_TV12_2024_05_final.csv,export,warning,Verarbeitung mit Warnungen,,,2025-02-24 03:53:30,,
1136,SONSTIGE_ANGEBOTE_TV10_2024_09_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,52,2025-04-09 20:18:45,67,
1137,TICKET_VERKAEUFE_TV9_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,11,2025-01-07 12:44:06,54,2024-11-18 12:07:35
1138,PLAN_UMSATZ_TV5_2024_06.csv,validate,warning,Verarbeitung mit Warnungen,,1,2024-03-09 14:30:09,,
1139,PLAN_UMSATZ_TV19_2025_08.csv,aggregate,info,Verarbeitung gestartet,,73,2025-09-03 17:44:33,71,
1140,SONSTIGE_ANGEBOTE_TV3_2024_08_testlauf.csv,export,success,Verarbeitung erfolgreich,,13,2025-05-01 17:52:12,20,2025-09-25 15:34:46
1141,PLAN_UMSATZ_TV11_2024_04.csv,aggregate,info,Verarbeitung gestartet,,17,2025-08-25 21:47:05,31,
1142,SONSTIGE_ANGEBOTE_TV17_2025_07_korrigiert.csv,aggregate,success,Verarbeitung erfolgreich,,80,2025-06-01 21:51:40,,2025-08-03 20:32:02
1143,TICKET_VERKAEUFE_TV3_2024_08.csv,export,info,Verarbeitung gestartet,,39,2025-12-12 16:16:49,,
1144,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,ingest,info,Verarbeitung gestartet,,15,2024-04-26 23:32:41,,
1145,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,65,2024-12-10 06:04:16,,2025-09-11 01:07:32
1146,TICKET_VERKAEUFE_TV5_2024_08_korrigiert.csv,validate,success,Verarbeitung erfolgreich,,2,2024-08-13 19:53:14,74,2025-06-27 21:23:17
1147,TICKET_VERKAEUFE_TV7_2025_11.csv,export,info,Verarbeitung gestartet,,17,2025-06-08 22:56:32,11,
1148,PLAN_UMSATZ_TV3_2024_01_testlauf.csv,export,warning,Verarbeitung mit Warnungen,,13,2024-02-11 16:01:47,,2024-03-05 16:39:45
1149,PLAN_UMSATZ_TV17_2024_07.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-07-10 01:57:54,,2024-12-23 09:11:04
1150,SONSTIGE_ANGEBOTE_TV3_2024_12.csv,aggregate,info,Verarbeitung gestartet,,2,2025-07-21 08:06:53,,
1151,TICKET_VERKAEUFE_TV1_2025_05_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,,53,2024-11-24 01:27:02,,2024-06-09 11:45:15
1152,SONSTIGE_ANGEBOTE_TV10_2024_09.csv,export,info,Verarbeitung gestartet,,,2024-11-26 03:42:49,31,2024-09-07 09:09:58
1153,SONSTIGE_ANGEBOTE_TV9_2025_11_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,38,2025-06-24 21:23:10,49,2024-05-29 15:19:29
1154,PLAN_UMSATZ_TV18_2025_05.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,44,2024-02-27 03:39:24,48,2025-05-21 09:19:50
1155,TICKET_VERKAEUFE_TV3_2025_04.csv,ingest,success,Verarbeitung erfolgreich,,52,2025-06-13 17:01:04,,
1156,PLAN_UMSATZ_TV3_2024_12_v1.csv,export,warning,Verarbeitung mit Warnungen,,25,2025-11-16 13:57:07,,2024-09-27 01:38:31
1157,PLAN_UMSATZ_TV6_2024_01.csv,export,info,Verarbeitung gestartet,,48,2025-09-29 09:12:41,,2024-07-13 14:25:10
1158,SONSTIGE_ANGEBOTE_TV14_2024_12_v1.csv,validate,info,Verarbeitung gestartet,,,2024-02-11 05:05:16,,2024-05-21 09:45:18
1159,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,export,info,Verarbeitung gestartet,,52,2024-09-26 01:05:43,75,
1160,TICKET_VERKAEUFE_TV13_2025_08_v1.csv,aggregate,info,Verarbeitung gestartet,,67,2025-11-02 00:44:32,,
1161,SONSTIGE_ANGEBOTE_TV5_2025_05_v1.csv,ingest,info,Verarbeitung gestartet,,,2024-04-23 05:50:58,50,2024-12-29 13:34:02
1162,SONSTIGE_ANGEBOTE_TV16_2025_11_testlauf.csv,validate,info,Verarbeitung gestartet,,63,2025-12-23 07:59:13,,2024-04-09 17:59:38
1163,SONSTIGE_ANGEBOTE_TV4_2024_07.csv,ingest,info,Verarbeitung gestartet,,26,2025-04-15 22:22:41,75,2024-11-09 16:39:08
1164,TICKET_VERKAEUFE_TV9_2025_07.csv,export,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,75,2025-12-17 04:51:36,,
1165,TICKET_VERKAEUFE_TV3_2025_04.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,5,2025-09-21 17:09:32,,
1166,TICKET_VERKAEUFE_TV19_2024_12.csv,aggregate,info,Verarbeitung gestartet,,55,2025-11-01 07:34:19,,
1167,SONSTIGE_ANGEBOTE_TV4_2024_10_final.csv,ingest,info,Verarbeitung gestartet,,,2025-04-01 14:10:09,,2025-01-30 16:17:54
1168,TICKET_VERKAEUFE_TV6_2025_07_final.csv,export,success,Verarbeitung erfolgreich,,76,2025-08-03 21:34:50,49,
1169,TICKET_VERKAEUFE_TV4_2024_08_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-06-21 12:18:16,,
1170,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,export,info,Verarbeitung gestartet,,,2025-09-13 21:53:51,,
1171,PLAN_UMSATZ_TV18_2024_06.csv,aggregate,info,Verarbeitung gestartet,,10,2024-03-20 14:48:16,79,2025-09-17 16:18:30
1172,TICKET_VERKAEUFE_TV6_2025_03.csv,export,info,Verarbeitung gestartet,,,2024-01-02 15:43:23,44,
1173,PLAN_UMSATZ_TV1_2024_04.csv,validate,info,Verarbeitung gestartet,,,2024-03-31 20:34:12,69,2024-10-06 21:13:49
1174,SONSTIGE_ANGEBOTE_TV4_2025_02_v1.csv,ingest,info,Verarbeitung gestartet,,62,2025-12-14 18:17:32,,2025-10-19 17:17:59
1175,SONSTIGE_ANGEBOTE_TV9_2024_01_final.csv,export,info,Verarbeitung gestartet,,6,2025-04-02 20:22:40,,
1176,SONSTIGE_ANGEBOTE_TV11_2025_04_final.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,53,2024-03-10 18:01:51,38,2024-11-13 12:32:01
1177,TICKET_VERKAEUFE_TV7_2024_01.csv,ingest,success,Verarbeitung erfolgreich,,19,2025-11-06 07:09:43,73,2025-06-14 19:13:28
1178,SONSTIGE_ANGEBOTE_TV11_2025_04_final.csv,export,warning,Verarbeitung mit Warnungen,,,2025-09-18 12:46:00,,2025-02-20 21:13:44
1179,SONSTIGE_ANGEBOTE_TV15_2025_03_v1.csv,validate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,37,2025-08-12 20:13:34,63,2025-10-27 03:11:35
1180,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,ingest,info,Verarbeitung gestartet,,12,2025-04-04 04:45:49,,2024-11-12 01:00:27
1181,TICKET_VERKAEUFE_TV9_2025_10_final.csv,aggregate,info,Verarbeitung gestartet,,65,2024-11-15 01:10:55,18,
1182,SONSTIGE_ANGEBOTE_TV13_2024_05.csv,aggregate,success,Verarbeitung erfolgreich,,14,2025-12-20 02:55:09,,
1183,SONSTIGE_ANGEBOTE_TV13_2024_05.csv,export,info,Verarbeitung gestartet,,32,2025-03-11 06:37:41,56,
1184,TICKET_VERKAEUFE_TV16_2024_05_v1.csv,export,info,Verarbeitung gestartet,,46,2024-04-30 20:48:25,3,2024-02-01 04:43:04
1185,TICKET_VERKAEUFE_TV7_2024_01.csv,ingest,info,Verarbeitung gestartet,,,2025-11-19 17:03:20,11,2024-11-25 08:22:18
1186,PLAN_UMSATZ_TV17_2025_05.csv,aggregate,info,Verarbeitung gestartet,,,2024-03-28 11:08:18,44,
1187,PLAN_UMSATZ_TV18_2024_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,,2024-09-26 20:18:09,2,2025-07-17 00:30:53
1188,TICKET_VERKAEUFE_TV13_2024_12_final.csv,ingest,info,Verarbeitung gestartet,,40,2024-10-19 19:29:30,,
1189,SONSTIGE_ANGEBOTE_TV1_2025_05.csv,aggregate,info,Verarbeitung gestartet,,,2025-10-20 00:06:09,,2024-04-18 02:59:36
1190,SONSTIGE_ANGEBOTE_TV4_2025_10.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,31,2024-06-02 15:49:28,,2025-08-03 19:35:54
1191,PLAN_UMSATZ_TV1_2024_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,72,2025-01-27 16:46:22,39,
1192,TICKET_VERKAEUFE_TV12_2024_03_testlauf.csv,export,info,Verarbeitung gestartet,,75,2024-10-11 02:05:46,,
1193,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,ingest,success,Verarbeitung erfolgreich,,52,2025-09-13 13:07:47,,
1194,TICKET_VERKAEUFE_TV14_2024_10.csv,validate,info,Verarbeitung gestartet,,8,2024-06-18 16:57:52,71,2024-07-15 11:41:08
1195,PLAN_UMSATZ_TV19_2025_08.csv,ingest,info,Verarbeitung gestartet,,53,2025-03-01 23:25:41,24,2024-08-27 22:42:13
1196,SONSTIGE_ANGEBOTE_TV13_2025_01.csv,export,success,Verarbeitung erfolgreich,,37,2024-03-03 22:58:19,,
1197,PLAN_UMSATZ_TV9_2024_07.csv,validate,info,Verarbeitung gestartet,,,2025-12-20 05:28:09,,
1198,SONSTIGE_ANGEBOTE_TV7_2025_02_final.csv,validate,warning,Verarbeitung mit Warnungen,,9,2024-04-13 01:51:28,32,
1199,TICKET_VERKAEUFE_TV6_2025_10_korrigiert.csv,export,info,Verarbeitung gestartet,,53,2024-10-17 22:57:41,25,
1200,PLAN_UMSATZ_TV6_2025_07.csv,export,info,Verarbeitung gestartet,,13,2024-02-06 19:10:48,,2025-09-16 03:50:02
